demagnetize 0,93 383 1,460 1,991
demagnetizer 0,85 402 1,035 1,292
demagogic 0,65 375 0,383 1,292
demagogical 0,65 424 0,371 1,292
demagogically 0,67 215 0,435 1,292
demagogue 0,80 434 0,846 1,894
demagoguery 0,63 431 0,325 1,769
demagogy 0,66 427 0,403 1,292
demand 0,99 414 2,252 4,233
demandable 0,87 415 1,120 1,292
demander 0,77 384 0,716 1,593
demanding 1,00 359 2,420 3,630
demandingly 0,94 394 1,512 1,292
demarcate 0,69 390 0,497 1,292
demarcation 0,82 383 0,903 2,070
demarche 0,39 413 -0,271 1,292
demark 0,74 411 0,628 1,292
dematerialization 0,94 400 1,499 1,292
dematerialize 0,95 413 1,617 1,894
deme 0,21 155 -0,787 1,292
demean 0,89 408 1,230 2,571
demeaning 0,99 390 2,238 2,945
demeanor 0,98 390 2,000 3,032
dement 0,75 415 0,657 1,593
demented 0,99 408 2,063 3,256
dementedly 0,89 278 1,198 1,593
dementedness 0,86 229 1,047 1,292
dementia 0,99 362 2,220 3,118
demerit 0,90 454 1,276 2,333
demersal 0,15 408 -1,003 1,292
demesne 0,25 438 -0,670 1,292
demigod 0,95 387 1,588 2,070
demigoddess 0,90 395 1,280 1,292
demijohn 0,34 380 -0,402 1,292
demilitarization 0,97 407 1,762 1,292
demilitarize 0,95 415 1,619 1,292
demilitarized 0,96 371 1,695 2,137
demimondaine 0,16 396 -0,994 1,292
demimonde 0,33 393 -0,447 1,593
demineralization 0,92 414 1,379 1,593
demirep 0,05 400 -1,581 1,292
demise 0,98 431 1,949 3,236
demisemiquaver 0,30 389 -0,524 1,292
demission 0,39 403 -0,265 1,292
demit 0,25 361 -0,669 1,292
demitasse 0,56 436 0,143 1,991
demiurge 0,30 405 -0,508 1,593
demiurgeous 0,13 405 -1,128 1,292
demiurgic 0,24 402 -0,710 1,292
demo 0,98 390 2,049 3,520
demobilization 0,97 396 1,845 1,593
demobilize 0,96 379 1,733 1,292
democracy 0,99 375 2,092 3,821
democrat 0,99 387 2,164 3,231
democratic 1,00 439 2,345 3,552
democratically 0,99 356 2,077 2,137
democratization 0,92 435 1,404 1,292
democratize 0,91 378 1,301 1,593
demoded 0,58 378 0,198 1,292
demodulation 0,78 411 0,750 1,292
demodulator 0,74 374 0,622 1,292
demographer 0,94 419 1,485 1,292
demographic 1,00 421 2,338 2,945
demographical 0,94 436 1,504 1,292
demographically 1,00 365 2,422 1,292
demographics 1,00 397 2,433 2,690
demography 0,97 386 1,871 1,292
demoiselle 0,39 370 -0,279 1,292
demolish 0,99 407 2,248 2,739
demolisher 0,97 391 1,775 1,292
demolishment 0,82 403 0,908 1,292
demolition 0,99 401 2,244 3,453
demolitionist 0,94 409 1,510 1,292
demon 1,00 424 2,339 4,494
demonetization 0,79 387 0,790 1,292
demonetize 0,66 399 0,419 1,292
demoniac 0,61 377 0,277 1,593
demoniacal 0,64 408 0,360 1,593
demoniacally 0,68 225 0,475 1,292
demonian 0,46 396 -0,107 1,292
demonic 0,99 369 2,313 3,482
demonical 0,86 385 1,086 1,292
demonism 0,93 423 1,438 1,593
demonist 0,80 362 0,845 1,292
demonize 0,97 405 1,789 2,137
demonolatry 0,25 376 -0,667 1,292
demonological 0,71 385 0,560 1,292
demonologist 0,86 414 1,074 1,769
demonology 0,89 417 1,217 2,070
demonomancy 0,32 393 -0,468 1,292
demonstrability 0,90 392 1,234 1,292
demonstrable 0,92 392 1,400 2,070
demonstrably 0,87 429 1,107 1,769
demonstrate 0,99 416 2,253 3,670
demonstration 1,00 424 2,576 3,857
demonstrational 0,93 374 1,467 1,292
demonstrative 1,00 436 2,444 2,571
demonstratively 0,96 398 1,724 1,593
demonstrativeness 0,89 421 1,210 1,292
demonstrator 0,99 383 2,320 2,246
demoralization 0,98 403 1,887 1,593
demoralize 0,99 391 2,105 1,894
demoralizer 0,93 382 1,477 1,593
demos 0,87 393 1,122 2,522
demote 0,98 407 2,014 1,769
demotic 0,47 392 -0,082 1,894
demotion 0,97 394 1,778 2,522
demotivate 0,91 411 1,345 1,769
demount 0,72 387 0,564 1,593
demountable 0,66 402 0,399 1,292
demulcent 0,25 388 -0,675 1,292
demulsify 0,64 412 0,363 1,292
demur 0,83 384 0,924 1,593
demure 0,91 370 1,305 2,614
demurely 0,82 398 0,900 1,769
demureness 0,81 406 0,850 1,292
demurrage 0,26 405 -0,623 1,292
demurral 0,44 444 -0,146 1,292
demurrer 0,51 391 0,016 1,991
demurring 0,72 405 0,565 1,593
demy 0,17 416 -0,939 1,292
demystify 0,92 398 1,359 1,894
demythologize 0,72 392 0,575 1,292
den 0,99 407 2,177 3,787
denarius 0,28 439 -0,589 1,292
denary 0,17 381 -0,949 1,292
denationalization 0,90 407 1,282 1,292
denationalize 0,90 359 1,258 1,292
denaturalization 0,96 368 1,692 1,593
denaturalize 0,92 447 1,360 1,292
denaturant 0,41 376 -0,220 1,292
denature 0,74 419 0,643 1,292
denatured 0,84 372 0,975 1,991
denaturize 0,72 441 0,580 1,292
dendrite 0,69 401 0,486 1,292
dendrites 0,67 391 0,435 1,292
dendritic 0,56 130 0,153 1,292
dendritically 0,36 233 -0,342 1,292
dendrolatry 0,16 385 -0,987 1,292
dendrologist 0,55 385 0,113 1,292
dendrology 0,54 397 0,097 1,292
denegation 0,59 380 0,217 1,292
dengue 0,54 381 0,095 1,991
deniability 0,97 401 1,756 2,769
deniable 0,99 414 2,121 2,246
denial 1,00 445 2,446 3,722
denier 0,80 376 0,824 1,292
denigrate 0,80 374 0,820 2,438
denigration 0,75 400 0,674 1,593
denigrator 0,63 397 0,334 1,292
denim 0,98 442 1,997 2,823
denims 0,89 437 1,219 2,070
denitrify 0,33 406 -0,428 1,292
denizen 0,76 424 0,689 1,769
denominate 0,93 408 1,472 1,292
denomination 0,99 389 2,323 2,571
denominational 0,98 411 1,894 1,593
denominationalism 0,81 384 0,857 1,292
denominationalist 0,85 411 1,038 1,292
denominationally 0,84 423 0,997 1,292
denominative 0,81 403 0,863 1,292
denominator 0,99 418 2,184 2,754
denotable 0,88 421 1,151 1,292
denotation 0,93 375 1,412 1,292
denotative 0,73 398 0,594 1,292
denotatively 0,61 390 0,271 1,292
denote 0,98 392 1,956 1,991
denouement 0,65 388 0,380 2,292
denounce 0,99 413 2,120 2,945
denouncement 0,96 397 1,696 1,292
denouncer 0,94 412 1,495 1,292
dense 0,98 426 2,028 3,329
densely 0,96 377 1,731 2,195
denseness 0,88 394 1,147 1,593
densification 0,63 418 0,339 1,292
densitometer 0,35 393 -0,371 1,894
density 0,99 406 2,116 3,161
dent 0,99 363 2,221 3,550
dental 0,99 390 2,323 3,792
dentally 0,84 381 0,980 1,292
dentate 0,47 385 -0,074 1,292
denticulate 0,39 355 -0,265 1,292
denticulation 0,43 400 -0,181 1,292
dentifrice 0,43 357 -0,171 1,769
dentil 0,39 356 -0,275 1,292
dentilabial 0,31 379 -0,487 1,292
dentilingual 0,41 411 -0,235 1,292
dentin 0,47 390 -0,064 1,593
dentinal 0,34 412 -0,409 1,292
dentine 0,75 378 0,679 1,292
dentirostral 0,15 409 -1,005 1,292
dentist 0,99 388 2,237 4,049
dentistry 0,99 378 2,158 2,593
dentition 0,61 375 0,264 1,769
denture 0,98 433 1,990 2,333
denudate 0,34 421 -0,409 1,292
denudation 0,49 372 -0,027 1,292
denude 0,62 395 0,310 1,292
denuder 0,36 395 -0,343 1,292
denumerable 0,55 376 0,112 1,292
denunciate 0,82 438 0,919 1,292
denunciation 0,92 355 1,349 1,292
denunciative 0,67 430 0,435 1,292
denunciator 0,83 400 0,951 1,292
denunciatory 0,68 414 0,459 1,292
deny 1,00 357 2,419 4,330
deodar 0,10 411 -1,234 1,292
deodorant 0,99 394 2,107 3,211
deodorization 0,95 390 1,591 1,292
deodorize 0,98 435 1,915 1,769
deodorizer 0,95 387 1,566 1,769
deontic 0,21 164 -0,785 1,292
deontological 0,35 391 -0,387 1,292
deontologist 0,38 425 -0,305 1,292
deontology 0,34 397 -0,415 1,292
deoxidization 0,96 428 1,754 1,292
deoxidize 0,97 395 1,811 1,292
deoxidizer 0,94 442 1,528 1,292
deoxygenate 0,89 415 1,202 1,292
deoxyribonucleic 0,65 388 0,387 1,769
depart 1,00 405 2,331 3,333
departed 1,00 410 2,437 3,435
department 0,98 355 2,019 4,805
departmental 0,99 378 2,095 2,925
departmentalism 0,94 381 1,558 1,292
departmentalization 0,97 386 1,770 1,292
departmentalize 0,94 407 1,489 1,292
departmentally 0,95 414 1,641 1,593
departure 1,00 387 2,576 3,733
depend 1,00 383 2,576 3,995
dependability 1,00 428 2,341 1,991
dependable 1,00 414 2,438 3,226
dependableness 0,78 271 0,758 1,292
dependably 0,96 403 1,730 1,292
dependant 0,96 428 1,655 2,195
dependence 0,99 427 2,130 2,634
dependency 0,99 439 2,265 2,723
dependent 0,99 485 2,114 3,353
dependently 0,96 396 1,695 1,292
depending 1,00 423 2,576 3,779
depersonalization 0,92 408 1,387 1,292
depersonalize 0,93 403 1,466 1,292
depict 0,99 360 2,080 2,739
depicter 0,76 389 0,685 1,292
depiction 0,98 415 1,976 2,522
depictive 0,90 406 1,254 1,292
depicture 0,49 385 -0,016 1,292
depilate 0,63 403 0,316 1,292
depilation 0,73 342 0,609 1,292
depilatory 0,78 405 0,772 2,246
deplane 0,73 430 0,593 1,769
deplete 0,98 399 2,007 2,195
depletion 0,97 392 1,841 2,438
depletive 0,86 442 1,044 1,292
depletory 0,55 416 0,114 1,292
deplorability 0,88 414 1,164 1,292
deplorable 0,96 401 1,675 2,973
deplorableness 0,82 221 0,900 1,292
deplorably 0,93 402 1,465 1,593
deplore 0,95 410 1,592 2,406
deplored 0,95 395 1,620 1,292
deplorer 0,69 380 0,496 1,292
deploringly 0,92 444 1,356 1,292
deploy 0,99 418 2,254 3,425
deployable 0,97 379 1,795 1,593
deployment 0,98 435 2,035 3,105
deplumation 0,43 369 -0,186 1,292
deplume 0,68 398 0,458 1,292
depolarization 0,97 380 1,764 1,593
depolarize 0,94 426 1,548 1,292
depolarizer 0,83 404 0,948 1,292
depoliticize 0,83 410 0,938 1,292
deponent 0,32 388 -0,457 1,593
depopulate 0,89 377 1,226 1,894
depopulation 0,92 440 1,380 1,593
depopulator 0,63 388 0,325 1,292
deport 0,99 382 2,161 2,905
deportable 0,95 419 1,646 1,292
deportation 0,99 388 2,237 2,905
deportee 0,94 380 1,536 1,292
deportment 0,88 364 1,179 2,406
deposable 0,80 432 0,842 1,292
deposal 0,55 384 0,130 1,292
depose 0,93 356 1,443 2,634
deposer 0,77 379 0,723 1,593
deposit 1,00 418 2,336 4,034
depositary 0,71 402 0,537 1,292
deposition 1,00 403 2,434 3,479
depositional 0,84 443 0,989 1,292
depositor 0,94 412 1,514 2,070
depository 0,97 415 1,770 2,999
depot 0,98 410 1,931 3,471
depravation 0,94 413 1,554 1,894
deprave 0,95 404 1,564 1,894
depraved 0,97 377 1,863 3,111
depravedly 0,82 250 0,918 1,292
depravedness 0,75 253 0,657 1,292
depraver 0,64 340 0,358 1,292
depravity 0,96 428 1,728 2,836
deprecate 0,92 391 1,366 1,769
deprecatingly 0,84 385 0,966 1,292
deprecation 0,97 419 1,773 1,292
deprecator 0,73 424 0,616 1,292
deprecatorily 0,53 206 0,084 1,292
deprecatory 0,80 356 0,843 1,292
depreciable 0,94 423 1,489 1,292
depreciate 0,98 395 2,004 2,246
depreciatingly 0,82 249 0,886 1,292
depreciation 0,99 385 2,163 2,571
depreciative 0,94 427 1,530 1,292
depreciatively 0,86 224 1,071 1,292
depreciator 0,85 423 1,016 1,292
depreciatory 0,85 413 1,021 1,292
depredate 0,48 355 -0,038 1,292
depredation 0,75 370 0,671 1,769
depredator 0,26 382 -0,639 1,292
depredatory 0,50 376 -0,007 1,292
depress 0,99 402 2,245 2,860
depressant 0,99 394 2,169 2,070
depressed 1,00 427 2,441 4,211
depressible 0,73 366 0,621 1,292
depressing 1,00 415 2,335 3,804
depressingly 0,99 440 2,265 1,991
depression 0,99 366 2,311 3,901
depressive 0,96 416 1,666 2,654
depressively 0,88 241 1,135 1,292
depressiveness 0,81 258 0,867 1,292
depressomotor 0,15 395 -1,024 1,292
depressor 0,92 394 1,386 2,137
depressurization 0,93 415 1,480 2,070
depressurize 0,96 396 1,695 1,769
deprivable 0,88 419 1,137 1,292
deprival 0,83 404 0,948 1,292
deprivation 0,99 438 2,264 2,905
deprive 0,99 406 2,177 3,124
deprived 0,99 387 2,236 3,292
depriver 0,87 435 1,126 1,292
deprogram 0,71 354 0,561 1,991
dept 0,64 238 0,362 2,707
depth 0,99 401 2,173 3,917
depthless 0,87 389 1,104 1,292
depurate 0,16 329 -1,001 1,292
depuration 0,27 412 -0,593 1,292
depurative 0,25 354 -0,671 1,292
depurator 0,13 408 -1,110 1,292
deputation 0,71 404 0,534 1,894
depute 0,49 350 -0,014 1,593
deputize 0,92 403 1,350 2,571
deputy 1,00 351 2,417 4,194
deputyship 0,69 419 0,503 1,292
deracinate 0,26 408 -0,637 1,769
deracination 0,31 381 -0,499 1,292
derail 0,97 398 1,847 2,769
derailleur 0,39 380 -0,278 1,292
derailment 0,97 427 1,810 2,371
derange 0,95 432 1,637 1,292
deranged 0,98 412 2,018 3,356
derangement 0,95 382 1,605 2,195
derby 0,98 445 1,999 3,345
deregister 0,75 393 0,669 1,292
deregulate 0,92 383 1,355 1,593
deregulation 0,93 419 1,450 1,894
deregulator 0,94 411 1,494 1,292
derelict 0,92 405 1,400 2,905
dereliction 0,87 384 1,120 2,438
deride 0,84 400 0,991 2,070
derider 0,61 420 0,288 1,292
deridingly 0,66 241 0,396 1,292
derisible 0,64 382 0,344 1,292
derision 0,85 444 1,027 2,246
derisive 0,90 405 1,252 1,769
derisively 0,88 401 1,170 1,292
derisiveness 0,84 243 0,995 1,292
derisory 0,56 383 0,153 1,292
derivability 0,88 361 1,134 1,292
derivable 0,93 388 1,412 1,292
derivate 0,81 400 0,876 1,292
derivation 0,92 428 1,396 2,438
derivational 0,76 390 0,687 1,292
derivationally 0,61 236 0,277 1,292
derivative 0,96 433 1,733 2,894
derivatively 0,88 397 1,140 1,292
derivativeness 0,74 238 0,647 1,292
derive 0,98 351 2,016 2,848
derived 0,98 339 2,004 3,024
deriver 0,56 390 0,153 1,292
derma 0,75 382 0,663 2,070
dermal 0,88 391 1,180 2,070
dermatitis 0,91 374 1,326 1,991
dermatoid 0,63 400 0,335 1,292
dermatologic 0,91 390 1,333 1,292
dermatological 0,98 397 1,961 1,894
dermatologist 1,00 421 2,440 2,754
dermatology 0,98 384 1,995 2,292
dermatome 0,37 381 -0,321 1,593
dermatosis 0,80 411 0,833 1,292
dermis 0,83 389 0,923 1,894
dernier 0,41 378 -0,218 1,593
derogate 0,51 432 0,023 1,292
derogation 0,64 353 0,355 1,292
derogative 0,92 380 1,401 1,292
derogatively 0,91 243 1,337 1,292
derogator 0,55 402 0,118 1,292
derogatorily 0,83 395 0,953 1,292
derogatory 1,00 401 2,329 2,797
derrick 0,68 387 0,469 3,131
derricking 0,40 399 -0,248 1,292
derriere 0,83 383 0,942 2,547
derringer 0,69 440 0,487 2,571
derris 0,10 412 -1,235 2,070
dervish 0,76 401 0,700 2,468
desalinate 0,78 403 0,760 1,292
desalt 0,54 414 0,096 1,292
descant 0,70 390 0,519 1,593
descanter 0,47 408 -0,067 1,292
descend 1,00 403 2,330 3,287
descendant 0,98 392 2,001 3,040
descendent 0,98 397 2,005 2,137
descendible 0,59 352 0,228 1,292
descending 1,00 442 2,445 3,226
descent 0,99 373 2,227 3,416
describable 0,93 353 1,479 1,292
describe 1,00 358 2,420 4,230
describer 0,91 408 1,298 1,292
descrier 0,33 414 -0,446 1,292
descript 0,82 370 0,909 1,593
description 1,00 389 2,430 4,102
descriptive 1,00 411 2,437 2,614
descriptively 0,98 420 1,980 1,292
descriptiveness 0,96 419 1,719 1,292
descriptor 0,92 390 1,381 1,593
descry 0,45 430 -0,133 1,292
desecrate 0,94 450 1,555 2,614
desecrater 0,71 435 0,548 1,593
desecration 0,97 387 1,803 2,672
desecrator 0,85 446 1,021 1,593
deseed 0,70 407 0,512 1,292
desegregate 0,87 401 1,122 1,593
desegregation 0,92 403 1,365 1,769
deselect 0,90 396 1,254 1,292
desensitization 0,96 406 1,706 1,894
desensitize 0,96 382 1,707 1,991
desensitizer 0,92 397 1,373 1,292
desert 0,99 386 2,235 4,447
deserted 0,99 402 2,245 3,734
desertedness 0,75 260 0,667 1,292
deserter 0,98 441 1,996 2,872
desertion 0,96 446 1,745 2,883
deserve 1,00 381 2,428 4,640
deserved 1,00 407 2,331 4,003
deservedly 0,96 430 1,680 2,137
deservedness 0,80 236 0,834 1,292
deserver 0,80 445 0,815 1,292
deserving 1,00 376 2,426 2,999
deservingly 0,96 222 1,743 1,769
deservingness 0,66 403 0,408 1,292
desexualize 0,93 396 1,440 1,292
desiccant 0,67 427 0,435 1,292
desiccate 0,77 365 0,730 1,593
desiccation 0,77 372 0,726 2,070
desiccative 0,48 364 -0,061 1,292
desiccator 0,60 154 0,261 1,292
desiderata 0,36 404 -0,351 1,769
desiderate 0,28 357 -0,568 1,292
desideration 0,35 365 -0,394 1,292
desiderative 0,24 361 -0,704 1,292
desideratum 0,35 333 -0,386 1,292
design 0,99 395 2,169 4,209
designable 0,94 394 1,492 1,292
designate 0,98 439 1,918 2,797
designated 0,99 425 2,258 3,416
designation 0,99 436 2,136 2,371
designative 0,74 414 0,633 1,292
designator 0,98 378 1,944 1,769
designed 1,00 384 2,429 4,244
designedly 0,66 360 0,396 1,292
designee 0,78 432 0,755 1,593
designer 0,99 386 2,322 3,720
designing 1,00 400 2,328 3,195
designingly 0,48 238 -0,042 1,292
desirability 0,98 392 2,051 2,070
desirable 0,99 355 2,305 3,292
desirableness 0,85 442 1,006 1,292
desirably 0,96 404 1,704 1,292
desire 1,00 391 2,431 4,307
desired 1,00 390 2,576 3,356
desirer 0,80 421 0,833 1,292
desirous 0,84 416 0,976 2,406
desirously 0,72 246 0,587 1,292
desirousness 0,56 221 0,141 1,292
desist 0,87 373 1,128 2,991
desistance 0,40 391 -0,247 1,292
desk 1,00 389 2,430 4,642
deskbound 0,90 396 1,267 1,593
deskill 0,16 425 -0,971 1,292
deskjet 0,74 284 0,624 1,292
desktop 0,99 365 2,222 2,070
deskwork 0,92 398 1,375 1,292
desman 0,09 403 -1,291 1,292
desolate 0,99 414 2,252 2,999
desolated 0,96 377 1,702 1,894
desolately 0,88 404 1,150 1,593
desolateness 0,85 363 1,015 1,292
desolater 0,61 417 0,268 1,292
desolating 0,88 425 1,168 1,292
desolation 0,98 406 1,890 2,797
desorption 0,37 404 -0,332 1,292
despair 0,99 369 2,151 3,769
despairing 0,97 413 1,828 2,333
despairingly 0,98 435 1,915 1,292
desperado 0,94 393 1,551 2,654
desperate 0,99 395 2,108 4,409
desperately 0,99 390 2,323 3,766
desperateness 0,81 414 0,881 1,593
desperation 0,99 404 2,114 3,482
despicability 0,90 383 1,249 1,292
despicable 0,99 358 2,079 3,325
despicableness 0,89 273 1,226 1,292
despicably 0,98 427 1,985 1,292
despise 0,99 392 2,105 3,655
despiser 0,77 381 0,718 1,292
despite 0,99 417 2,123 4,114
despiteful 0,69 380 0,489 1,292
despitefully 0,66 403 0,408 1,593
despitefulness 0,59 247 0,228 1,292
despoil 0,68 379 0,472 1,769
despoiler 0,66 395 0,410 1,292
despoilment 0,57 403 0,176 1,292
despoliation 0,33 393 -0,426 1,292
despond 0,80 399 0,847 1,593
despondence 0,93 412 1,425 1,292
despondency 0,95 395 1,644 1,894
despondent 0,98 404 1,926 2,690
despondently 0,94 369 1,544 1,292
desponding 0,73 401 0,608 1,292
despondingly 0,70 378 0,507 1,292
despot 0,83 384 0,944 2,371
despotic 0,80 429 0,846 1,292
despotically 0,75 415 0,665 1,292
despotism 0,81 426 0,858 1,894
despotize 0,60 371 0,254 1,292
desquamate 0,15 402 -1,014 1,292
desquamation 0,18 380 -0,897 1,292
desquamatory 0,19 394 -0,865 1,292
dessert 0,99 372 2,227 4,147
dessertspoon 0,54 383 0,101 1,292
dessertspoonful 0,42 380 -0,197 1,292
destabilization 0,97 374 1,823 1,593
destabilize 0,96 415 1,742 2,246
destain 0,54 381 0,101 1,292
destination 1,00 392 2,576 3,770
destine 0,56 365 0,160 1,593
destiny 1,00 437 2,344 4,362
destitute 0,97 365 1,850 2,860
destituteness 0,78 258 0,747 1,292
destitution 0,95 389 1,613 1,769
destroy 1,00 399 2,433 4,673
destroyable 0,95 379 1,602 1,292
destroyer 1,00 394 2,432 3,561
destruct 0,99 381 2,160 2,797
destructibility 0,96 392 1,691 1,292
destructible 0,96 401 1,728 1,593
destruction 1,00 429 2,576 4,061
destructionist 0,88 426 1,146 1,292
destructive 0,99 417 2,253 3,382
destructively 0,99 412 2,250 1,292
destructiveness 0,99 380 2,096 1,292
destructivity 0,80 374 0,838 1,292
destructor 0,93 386 1,445 2,070
desuetude 0,22 361 -0,776 1,292
desulphurization 0,75 388 0,659 1,292
desultorily 0,53 421 0,080 1,292
desultoriness 0,47 254 -0,068 1,292
desultory 0,65 357 0,373 1,769
detach 0,97 358 1,843 2,836
detachability 0,94 410 1,530 1,292
detachable 0,99 425 2,258 2,292
detachably 0,70 231 0,510 1,292
detached 1,00 424 2,339 3,195
detachedly 0,78 400 0,746 1,292
detachedness 0,87 225 1,114 1,292
detacher 0,79 353 0,788 1,292
detachment 0,99 425 2,258 3,111
detail 0,99 403 2,175 4,287
detailed 0,99 403 2,175 3,595
detailer 0,94 410 1,530 1,769
detain 0,99 395 2,108 3,265
detainable 0,99 364 2,084 1,292
detainee 0,98 415 1,935 2,371
detainer 0,94 398 1,516 1,292
detainment 0,98 337 1,903 2,137
detect 0,99 399 2,328 3,710
detectable 0,99 457 2,207 2,468
detectably 0,89 385 1,197 1,292
detectaphone 0,25 218 -0,674 1,292
detectible 0,94 405 1,487 1,292
detection 0,99 431 2,132 3,226
detective 1,00 433 2,343 4,786
detector 0,99 395 2,241 3,515
detent 0,46 391 -0,111 1,292
detente 0,58 361 0,211 1,894
detention 1,00 402 2,434 3,816
deter 0,94 375 1,488 2,614
deterge 0,22 389 -0,768 1,292
detergence 0,53 414 0,066 1,292
detergency 0,51 370 0,034 1,292
detergent 1,00 424 2,576 3,016
deteriorate 0,99 427 2,190 2,739
deteriorating 1,00 386 2,429 2,823
deterioration 0,97 384 1,869 2,723
deteriorative 0,78 448 0,752 1,292
determent 0,75 430 0,656 1,292
determinability 0,91 420 1,299 1,292
determinable 0,97 393 1,878 1,292
determinably 0,86 247 1,057 1,593
determinacy 0,73 392 0,620 1,292
determinant 0,93 366 1,418 1,292
determinate 0,88 440 1,132 1,593
determinately 0,88 379 1,162 1,292
determinateness 0,45 423 -0,121 1,292
determination 1,00 400 2,576 3,447
determinative 0,88 434 1,168 1,593
determinatively 0,68 221 0,459 1,292
determinativeness 0,44 212 -0,141 1,292
determine 0,99 433 2,262 3,924
determined 1,00 442 2,445 4,119
determinedly 0,93 401 1,446 1,593
determinedness 0,85 222 1,027 1,292
determiner 0,87 366 1,116 1,292
determinism 0,88 368 1,158 1,593
determinist 0,86 420 1,083 1,769
deterministic 0,85 403 1,016 2,137
deterrence 0,91 409 1,342 1,769
deterrent 0,98 414 2,019 2,654
detersive 0,22 399 -0,753 1,292
detest 0,99 396 2,170 3,161
detestability 0,90 366 1,238 1,292
detestable 0,97 425 1,808 2,333
detestableness 0,62 210 0,300 1,292
detestably 0,89 393 1,209 1,292
detestation 0,80 382 0,844 1,292
detester 0,79 366 0,795 1,292
dethrone 0,91 435 1,304 2,070
dethronement 0,84 407 0,962 1,593
dethroner 0,69 392 0,480 1,292
detonable 0,54 378 0,105 1,292
detonate 0,99 405 2,115 3,321
detonation 0,99 389 2,103 3,265
detonative 0,65 401 0,384 1,593
detonator 0,98 381 1,947 3,378
detour 1,00 404 2,330 3,325
detoured 0,96 396 1,722 1,894
detox 0,99 427 2,077 3,131
detoxicate 0,64 398 0,343 1,292
detoxification 0,99 469 2,105 1,593
detoxifier 0,92 397 1,406 1,593
detoxify 0,95 428 1,633 1,894
detract 0,98 426 1,985 2,195
detractingly 0,79 275 0,781 1,292
detraction 0,95 413 1,574 1,292
detractive 0,80 396 0,824 1,292
detractor 0,93 400 1,410 1,292
detrain 0,69 405 0,487 1,593
detrainment 0,47 430 -0,087 1,292
detribalization 0,72 446 0,576 1,292
detribalize 0,53 374 0,080 1,292
detriment 0,96 411 1,738 2,723
detrimental 0,98 394 1,917 2,593
detrimentally 0,97 403 1,819 1,292
detrital 0,42 168 -0,208 1,292
detritus 0,69 416 0,483 2,246
detrude 0,25 379 -0,681 1,292
detruncate 0,62 408 0,296 1,292
detrusor 0,10 157 -1,284 1,292
detune 0,64 450 0,355 1,769
deuce 0,98 382 1,993 3,459
deuced 0,79 432 0,802 1,593
deucedly 0,39 391 -0,280 1,894
deuterium 0,45 406 -0,116 2,137
deuteron 0,39 384 -0,275 1,292
deutzia 0,03 406 -1,790 1,292
dev 0,31 388 -0,478 2,915
deva 0,40 140 -0,251 2,137
devalorize 0,38 413 -0,302 1,292
devaluate 0,88 399 1,167 1,593
devaluation 0,96 407 1,734 1,769
devalue 0,98 435 1,952 2,070
devastate 0,97 401 1,850 2,593
devastating 1,00 373 2,576 3,438
devastatingly 0,98 403 2,010 2,292
devastation 1,00 414 2,335 2,991
devastative 0,63 363 0,323 1,292
devastator 0,84 417 0,997 1,894
develop 0,99 407 2,062 3,983
developable 0,83 417 0,931 1,292
developer 0,99 393 2,325 2,964
development 0,99 382 2,320 4,088
developmental 0,99 400 2,244 2,593
developmentally 0,97 382 1,798 1,894
deviance 0,95 394 1,596 1,894
deviancy 0,92 426 1,409 1,769
deviant 0,98 376 2,038 3,032
deviate 0,98 430 1,988 2,883
deviation 0,99 404 2,175 2,872
deviationism 0,63 384 0,315 1,593
deviationist 0,68 384 0,455 1,292
deviator 0,93 424 1,473 1,292
deviatory 0,65 421 0,377 1,292
device 1,00 398 2,576 4,259
devil 1,00 424 2,339 4,616
deviled 0,88 410 1,170 2,769
devilfish 0,81 355 0,851 2,070
deviling 0,69 415 0,481 1,894
devilish 1,00 412 2,334 2,723
devilishly 0,99 369 2,088 2,406
devilishness 0,98 426 1,907 1,593
devilkin 0,31 414 -0,493 1,292
devilment 0,63 406 0,330 1,292
devilry 0,74 346 0,644 1,769
deviltry 0,39 393 -0,285 1,593
devilwood 0,53 341 0,069 1,292
devious 0,99 460 2,099 3,246
deviously 0,98 413 2,018 1,593
deviousness 0,97 412 1,860 1,769
devisable 0,93 398 1,425 1,292
devisal 0,28 393 -0,577 1,292
devise 0,99 442 2,087 2,810
devisee 0,42 381 -0,200 1,292
deviser 0,83 392 0,938 1,292
devisor 0,68 379 0,472 1,292
devitalize 0,78 392 0,765 1,292
devitalized 0,82 378 0,894 1,292
devocalization 0,83 346 0,939 1,292
devoice 0,42 391 -0,188 1,292
devoid 0,94 412 1,533 2,860
devoir 0,42 368 -0,197 1,292
devolution 0,88 372 1,152 1,593
devolutionary 0,75 362 0,671 1,292
devolutionist 0,78 398 0,759 1,292
devolve 0,93 393 1,472 2,070
devolvement 0,85 378 1,018 1,292
devote 0,98 432 2,033 3,296
devoted 0,98 397 2,055 3,905
devotedly 0,97 409 1,793 1,894
devotedness 0,95 409 1,570 1,292
devotee 0,97 395 1,811 2,195
devotement 0,43 412 -0,176 1,292
devotion 1,00 436 2,444 3,618
devotional 0,97 431 1,785 1,769
devotionally 0,90 360 1,259 1,292
devour 1,00 425 2,339 3,032
devourer 0,91 407 1,340 2,246
devouring 1,00 467 2,451 2,894
devouringly 0,85 263 1,029 1,292
devout 0,98 397 2,055 2,883
devoutly 0,97 416 1,800 2,195
